Cx20000,cmd: Cx20000
 Number of samples           0 ->          0,      uintl (  Cx)
 Number of samples           0 ->      20000,      uintl (  Cx)
unit_x, time, Vcn, Von, VoVcn,
x_unit, 2.619565, 1.656445, 1.587964, -0.068481,
x_unit, 2.631806, 1.653223, 1.600049, -0.053174,
x_unit, 2.644048, 1.658862, 1.603271, -0.055591,
x_unit, 2.656347, 1.657251, 1.574268, -0.082983,
x_unit, 2.668508, 1.656445, 1.591187, -0.065259,
x_unit, 2.680794, 1.654834, 1.574268, -0.080566,
x_unit, 2.692972, 1.653223, 1.565405, -0.087817,
x_unit, 2.705264, 1.657251, 1.600049, -0.057202,
x_unit, 2.717516, 1.657251, 1.600855, -0.056396,
x_unit, 2.729904, 1.656445, 1.600049, -0.056396,
x_unit, 2.742204, 1.656445, 1.570239, -0.086206,
x_unit, 2.754490, 1.654834, 1.606494, -0.048340,
x_unit, 2.766720, 1.657251, 1.608105, -0.049146,
x_unit, 2.779022, 1.652417, 1.604077, -0.048340,
x_unit, 2.791221, 1.654028, 1.586352, -0.067676,
x_unit, 2.803485, 1.647583, 1.595215, -0.052368,
x_unit, 2.815731, 1.647583, 1.600049, -0.047534,
x_unit, 2.828136, 1.649194, 1.586352, -0.062842,
x_unit, 2.840500, 1.647583, 1.587964, -0.059619,
x_unit, 2.852782, 1.649194, 1.591992, -0.057202,
x_unit, 2.864981, 1.648389, 1.593603, -0.054785,
x_unit, 2.877237, 1.648389, 1.589575, -0.058813,
x_unit, 2.889416, 1.650806, 1.596826, -0.053979,
x_unit, 2.901740, 1.648389, 1.579907, -0.068481,
x_unit, 2.914009, 1.649194, 1.591187, -0.058008,
x_unit, 2.926362, 1.650000, 1.587964, -0.062036,
x_unit, 2.938667, 1.650806, 1.604883, -0.045923,
x_unit, 2.950916, 1.652417, 1.629053, -0.023364,
x_unit, 2.963136, 1.649194, 1.579907, -0.069287,
x_unit, 2.975463, 1.645166, 1.585547, -0.059619,
x_unit, 2.987633, 1.650000, 1.600049, -0.049951,
x_unit, 2.999930, 1.649194, 1.589575, -0.059619,
x_unit, 3.012179, 1.649194, 1.587964, -0.061231,
x_unit, 3.024591, 1.650000, 1.586352, -0.063648,
x_unit, 3.036938, 1.650000, 1.578296, -0.071704,
x_unit, 3.049195, 1.650806, 1.599243, -0.051562,
x_unit, 3.061362, 1.649194, 1.581519, -0.067676,
x_unit, 3.073608, 1.650806, 1.596020, -0.054785,
x_unit, 3.085808, 1.650000, 1.595215, -0.054785,
x_unit, 3.098174, 1.649194, 1.611328, -0.037866,
x_unit, 3.110365, 1.652417, 1.586352, -0.066064,
x_unit, 3.122753, 1.658862, 1.574268, -0.084595,
x_unit, 3.135109, 1.653223, 1.603271, -0.049951,
x_unit, 3.147387, 1.658862, 1.581519, -0.077344,
x_unit, 3.159593, 1.657251, 1.591992, -0.065259,
x_unit, 3.171908, 1.657251, 1.611328, -0.045923,
x_unit, 3.184090, 1.657251, 1.582324, -0.074927,
x_unit, 3.196366, 1.657251, 1.595215, -0.062036,
x_unit, 3.208518, 1.657251, 1.596020, -0.061231,
x_unit, 3.220963, 1.654834, 1.600855, -0.053979,
x_unit, 3.233361, 1.656445, 1.599243, -0.057202,
x_unit, 3.245542, 1.656445, 1.611328, -0.045117,
x_unit, 3.257812, 1.652417, 1.570239, -0.082178,
x_unit, 3.269980, 1.658057, 1.589575, -0.068481,
x_unit, 3.282274, 1.653223, 1.600855, -0.052368,
x_unit, 3.294495, 1.656445, 1.593603, -0.062842,
x_unit, 3.306762, 1.654028, 1.596826, -0.057202,
x_unit, 3.319028, 1.652417, 1.596020, -0.056396,
x_unit, 3.331337, 1.654834, 1.604077, -0.050757,
