cmd: Cx46000
 Number of samples           0 ->          0,      uintl (  Cx)
 Number of samples           0 ->      46000,      uintl (  Cx)
unit_shunt, time, vovcn, vovcnkf,
shunt_unit, 0.000000, -0.021753, -0.025625,
shunt_unit, 0.016015, -0.013696, -0.025343,
shunt_unit, 0.031660, -0.028198, -0.025412,
shunt_unit, 0.047342, -0.025781, -0.025422,
shunt_unit, 0.063003, -0.021753, -0.025341,
shunt_unit, 0.078896, -0.024976, -0.025335,
shunt_unit, 0.094419, -0.057202, -0.026028,
shunt_unit, 0.110106, -0.033838, -0.026197,
shunt_unit, 0.125663, -0.020142, -0.026073,
shunt_unit, 0.141325, -0.029004, -0.026137,
shunt_unit, 0.157003, -0.023364, -0.026084,
shunt_unit, 0.172754, -0.030615, -0.026177,
shunt_unit, 0.188659, -0.037060, -0.026394,
shunt_unit, 0.204469, -0.024976, -0.026370,
shunt_unit, 0.220003, -0.008057, -0.026025,
shunt_unit, 0.235642, -0.024976, -0.026008,
shunt_unit, 0.251327, -0.024976, -0.025992,
shunt_unit, 0.266992, -0.016113, -0.025815,
shunt_unit, 0.282718, -0.003223, -0.025412,
shunt_unit, 0.298321, -0.020142, -0.025321,
shunt_unit, 0.314007, -0.045117, -0.025668,
shunt_unit, 0.329652, -0.023364, -0.025630,
shunt_unit, 0.345309, -0.032227, -0.025744,
shunt_unit, 0.361127, -0.037060, -0.025936,
shunt_unit, 0.377196, -0.024976, -0.025923,
shunt_unit, 0.392730, -0.024976, -0.025910,
shunt_unit, 0.408409, -0.024976, -0.025898,
shunt_unit, 0.423994, -0.027393, -0.025924,
shunt_unit, 0.439646, -0.025781, -0.025925,
shunt_unit, 0.455362, -0.033838, -0.026050,
shunt_unit, 0.471117, -0.033032, -0.026161,
shunt_unit, 0.486999, -0.024976, -0.026146,
shunt_unit, 0.502851, -0.018530, -0.026034,
shunt_unit, 0.518453, -0.016113, -0.025889,
shunt_unit, 0.534111, -0.014502, -0.025724,
shunt_unit, 0.549651, -0.020142, -0.025645,
shunt_unit, 0.565333, -0.039477, -0.025847,
shunt_unit, 0.581063, -0.026587, -0.025860,
shunt_unit, 0.598021, -0.029004, -0.025907,
shunt_unit, 0.613995, -0.031421, -0.025986,
shunt_unit, 0.629717, -0.024976, -0.025975,
shunt_unit, 0.645329, -0.023364, -0.025942,
shunt_unit, 0.661015, -0.038672, -0.026117,
shunt_unit, 0.676972, -0.021753, -0.026061,
shunt_unit, 0.692647, -0.023364, -0.026028,
shunt_unit, 0.708388, -0.026587, -0.026039,
shunt_unit, 0.724014, -0.033032, -0.026133,
shunt_unit, 0.739643, -0.028198, -0.026162,
shunt_unit, 0.755392, -0.033838, -0.026264,
shunt_unit, 0.771107, -0.024976, -0.026251,
shunt_unit, 0.786996, -0.011279, -0.026065,
shunt_unit, 0.802819, -0.012891, -0.025903,
shunt_unit, 0.818328, 0.008057, -0.025485,
shunt_unit, 0.833675, -0.015308, -0.025361,
shunt_unit, 0.849332, -0.036255, -0.025495,
shunt_unit, 0.864998, -0.027393, -0.025520,
shunt_unit, 0.881006, -0.033838, -0.025621,
shunt_unit, 0.896649, -0.025781, -0.025625,
shunt_unit, 0.912332, -0.040283, -0.025800,
shunt_unit, 0.928086, -0.010474, -0.025623,
shunt_unit, 0.943665, -0.017725, -0.025533,
shunt_unit, 0.959344, 0.010474, -0.025119,
shunt_unit, 0.974746, -0.021753, -0.025081,
shunt_unit, 0.990643, -0.031421, -0.025154,
shunt_unit, 1.006417, -0.030615, -0.025217,
shunt_unit, 1.021995, -0.029004, -0.025260,
shunt_unit, 1.037663, -0.024976, -0.025258,
shunt_unit, 1.053415, -0.037061, -0.025390,
shunt_unit, 1.069006, -0.020947, -0.025342,
shunt_unit, 1.085000, -0.021753, -0.025305,
shunt_unit, 1.100660, -0.030615, -0.025363,
shunt_unit, 1.116329, -0.023364, -0.025343,
shunt_unit, 1.132020, -0.035449, -0.025452,
shunt_unit, 1.147654, -0.032227, -0.025526,
shunt_unit, 1.163333, -0.028198, -0.025556,
shunt_unit, 1.179214, -0.030615, -0.025610,
shunt_unit, 1.194756, -0.009668, -0.025446,
shunt_unit, 1.210440, -0.046728, -0.025668,
shunt_unit, 1.226019, -0.030615, -0.025720,
shunt_unit, 1.241652, -0.038672, -0.025855,
shunt_unit, 1.257346, -0.038672, -0.025987,
shunt_unit, 1.273060, -0.029809, -0.026028,
shunt_unit, 1.288655, -0.035449, -0.026125,
shunt_unit, 1.304432, -0.029810, -0.026165,
shunt_unit, 1.319993, -0.012891, -0.026036,
shunt_unit, 1.335637, -0.020947, -0.025989,
shunt_unit, 1.351331, -0.019336, -0.025926,
shunt_unit, 1.367021, -0.012891, -0.025801,
shunt_unit, 1.383000, -0.026587, -0.025811,
shunt_unit, 1.398642, -0.045117, -0.025999,
shunt_unit, 1.414321, -0.019336, -0.025938,
shunt_unit, 1.430040, -0.014502, -0.025832,
shunt_unit, 1.445657, -0.033032, -0.025902,
shunt_unit, 1.461325, -0.029004, -0.025934,
shunt_unit, 1.477265, -0.027393, -0.025950,
shunt_unit, 1.492998, -0.024170, -0.025936,
shunt_unit, 1.508732, -0.037061, -0.026041,
shunt_unit, 1.524322, -0.024170, -0.026027,
shunt_unit, 1.540000, -0.012085, -0.025901,
shunt_unit, 1.555685, -0.029004, -0.025932,
shunt_unit, 1.571442, -0.002417, -0.025720,
shunt_unit, 1.587320, -0.028198, -0.025744,
shunt_unit, 1.603162, -0.003223, -0.025543,
shunt_unit, 1.618664, -0.016113, -0.025460,
shunt_unit, 1.634337, -0.023364, -0.025443,
shunt_unit, 1.650017, -0.000806, -0.025225,
shunt_unit, 1.665668, -0.013696, -0.025124,
shunt_unit, 1.681513, -0.028198, -0.025152,
shunt_unit, 1.697036, -0.029810, -0.025193,
shunt_unit, 1.712657, -0.001611, -0.024988,
shunt_unit, 1.728396, -0.044312, -0.025157,
shunt_unit, 1.744018, -0.011279, -0.025037,
shunt_unit, 1.759663, -0.033838, -0.025114,
shunt_unit, 1.775368, -0.029004, -0.025148,
shunt_unit, 1.791334, -0.026587, -0.025161,
shunt_unit, 1.807053, -0.050757, -0.025379,
shunt_unit, 1.822657, -0.025781, -0.025383,
shunt_unit, 1.838323, -0.033838, -0.025456,
shunt_unit, 1.854056, -0.016919, -0.025386,
shunt_unit, 1.869669, -0.016919, -0.025316,
