time, Vca, Voa, VoVca, Vcn, Von, VoVcn, Tbv, Vbv,
0.000000, 1.661279, 1.587158, -0.074121,   1.648389, 1.654028, 0.005640,   1.670142, 0.031421,
0.023930, 1.661279, 1.587158, -0.074121,   1.650000, 1.648389, -0.001611,   1.670142, 0.026587,
0.048272, 1.661279, 1.587158, -0.074121,   1.649194, 1.645972, -0.003223,   1.672559, 0.025781,
0.072488, 1.661279, 1.587158, -0.074121,   1.649194, 1.662085, 0.012891,   1.670142, 0.026587,
0.096381, 1.661279, 1.587158, -0.074121,   1.650000, 1.647583, -0.002417,   1.670142, 0.022559,
0.120499, 1.661279, 1.587158, -0.074121,   1.650000, 1.645166, -0.004834,   1.670142, 0.023364,
0.144830, 1.661279, 1.587158, -0.074121,   1.647583, 1.643555, -0.004028,   1.670142, 0.024976,
0.168929, 1.661279, 1.587158, -0.074121,   1.649194, 1.656445, 0.007251,   1.670947, 0.027393,
0.192819, 1.661279, 1.587158, -0.074121,   1.654834, 1.639526, -0.015308,   1.677393, 0.039478,
0.216943, 1.661279, 1.587158, -0.074121,   1.660474, 1.662891, 0.002417,   1.670142, 0.039478,
0.241039, 1.661279, 1.587158, -0.074121,   1.656445, 1.645166, -0.011279,   1.670947, 0.039478,
0.265163, 1.661279, 1.587158, -0.074121,   1.662891, 1.662891, 0.000000,   1.674170, 0.036255,
0.289027, 1.661279, 1.587158, -0.074121,   1.657251, 1.649194, -0.008057,   1.676587, 0.037866,
0.313170, 1.661279, 1.587158, -0.074121,   1.658057, 1.625830, -0.032227,   1.674976, 0.039478,
0.337416, 1.661279, 1.587158, -0.074121,   1.656445, 1.656445, 0.000000,   1.677393, 0.037866,
0.361385, 1.661279, 1.587158, -0.074121,   1.654834, 1.652417, -0.002417,   1.677393, 0.038672,
0.385603, 1.661279, 1.587158, -0.074121,   1.654028, 1.662085, 0.008057,   1.673364, 0.037866,
0.409500, 1.661279, 1.587158, -0.074121,   1.652417, 1.643555, -0.008862,   1.678198, 0.036255,
0.433713, 1.661279, 1.587158, -0.074121,   1.654028, 1.653223, -0.000806,   1.677393, 0.037866,
0.457936, 1.661279, 1.587158, -0.074121,   1.656445, 1.650000, -0.006445,   1.672559, 0.036255,
0.482043, 1.661279, 1.587158, -0.074121,   1.656445, 1.647583, -0.008862,   1.676587, 0.036255,
0.506044, 1.661279, 1.587158, -0.074121,   1.658862, 1.652417, -0.006445,   1.672559, 0.038672,
0.530158, 1.661279, 1.587158, -0.074121,   1.644360, 1.649194, 0.004834,   1.668530, 0.022559,
0.554167, 1.661279, 1.587158, -0.074121,   1.645166, 1.652417, 0.007251,   1.668530, 0.028198,
0.578043, 1.661279, 1.587158, -0.074121,   1.647583, 1.640332, -0.007251,   1.670142, 0.025781,
0.602187, 1.661279, 1.587158, -0.074121,   1.647583, 1.661279, 0.013696,   1.670142, 0.026587,
0.626048, 1.661279, 1.587158, -0.074121,   1.645166, 1.641138, -0.004028,   1.670142, 0.026587,
0.650275, 1.661279, 1.587158, -0.074121,   1.650000, 1.647583, -0.002417,   1.665308, 0.027393,
0.674507, 1.661279, 1.587158, -0.074121,   1.649194, 1.633081, -0.016113,   1.664502, 0.027393,
0.698603, 1.661279, 1.587158, -0.074121,   1.650000, 1.618579, -0.031421,   1.669336, 0.023364,
0.722724, 1.661279, 1.587158, -0.074121,   1.650000, 1.643555, -0.006445,   1.670142, 0.027393,
0.747039, 1.661279, 1.587158, -0.074121,   1.650000, 1.669336, 0.019336,   1.666919, 0.025781,
0.770980, 1.661279, 1.587158, -0.074121,   1.650000, 1.648389, -0.001611,   1.672559, 0.022559,
0.795046, 1.661279, 1.587158, -0.074121,   1.649194, 1.639526, -0.009668,   1.668530, 0.021753,
0.819165, 1.661279, 1.587158, -0.074121,   1.650806, 1.650806, 0.000000,   1.666919, 0.023364,
0.843272, 1.661279, 1.587158, -0.074121,   1.662085, 1.652417, -0.009668,   1.672559, 0.036255,
0.867398, 1.661279, 1.587158, -0.074121,   1.661279, 1.644360, -0.016919,   1.677393, 0.036255,
0.891499, 1.661279, 1.587158, -0.074121,   1.658862, 1.673364, 0.014502,   1.674976, 0.037866,
0.915389, 1.661279, 1.587158, -0.074121,   1.662085, 1.648389, -0.013696,   1.676587, 0.039478,
0.939711, 1.661279, 1.587158, -0.074121,   1.662085, 1.653223, -0.008862,   1.677393, 0.034644,
0.963822, 1.661279, 1.587158, -0.074121,   1.661279, 1.656445, -0.004834,   1.674976, 0.036255,
0.988058, 1.661279, 1.587158, -0.074121,   1.654028, 1.678198, 0.024170,   1.677393, 0.037866,
1.011936, 1.661279, 1.587158, -0.074121,   1.658862, 1.658057, -0.000806,   1.678198, 0.037866,
1.033489, 1.661279, 1.587158, -0.074121,   1.654028, 1.654834, 0.000806,   1.677393, 0.034644,
1.057510, 1.661279, 1.587158, -0.074121,   1.660474, 1.647583, -0.012891,   1.677393, 0.040283,
1.081502, 1.661279, 1.587158, -0.074121,   1.654834, 1.650806, -0.004028,   1.674976, 0.037866,
1.105497, 1.661279, 1.587158, -0.074121,   1.654834, 1.647583, -0.007251,   1.674170, 0.038672,
1.129606, 1.661279, 1.587158, -0.074121,   1.656445, 1.656445, 0.000000,   1.673364, 0.033838,
1.153504, 1.661279, 1.587158, -0.074121,   1.654028, 1.643555, -0.010474,   1.669336, 0.028198,
1.177715, 1.661279, 1.587158, -0.074121,   1.645972, 1.648389, 0.002417,   1.666113, 0.022559,
1.201618, 1.661279, 1.587158, -0.074121,   1.645972, 1.633887, -0.012085,   1.670947, 0.024976,
1.225718, 1.661279, 1.587158, -0.074121,   1.648389, 1.627441, -0.020947,   1.669336, 0.025781,
1.249937, 1.661279, 1.587158, -0.074121,   1.648389, 1.639526, -0.008862,   1.670947, 0.024976,
1.274064, 1.661279, 1.587158, -0.074121,   1.649194, 1.641943, -0.007251,   1.668530, 0.025781,
1.298158, 1.661279, 1.587158, -0.074121,   1.647583, 1.645166, -0.002417,   1.669336, 0.025781,
1.322292, 1.661279, 1.587158, -0.074121,   1.647583, 1.654834, 0.007251,   1.670142, 0.026587,
1.346418, 1.661279, 1.587158, -0.074121,   1.647583, 1.657251, 0.009668,   1.666919, 0.022559,
1.370439, 1.661279, 1.587158, -0.074121,   1.650000, 1.650000, 0.000000,   1.662085, 0.028198,
1.394276, 1.661279, 1.587158, -0.074121,   1.649194, 1.649194, 0.000000,   1.669336, 0.027393,
1.418169, 1.661279, 1.587158, -0.074121,   1.650806, 1.649194, -0.001611,   1.669336, 0.025781,
1.442513, 1.661279, 1.587158, -0.074121,   1.649194, 1.632275, -0.016919,   1.670142, 0.026587,
1.466602, 1.661279, 1.587158, -0.074121,   1.650000, 1.643555, -0.006445,   1.669336, 0.024976,
1.490724, 1.661279, 1.587158, -0.074121,   1.662085, 1.674976, 0.012891,   1.674976, 0.035449,
1.514604, 1.661279, 1.587158, -0.074121,   1.662085, 1.647583, -0.014502,   1.673364, 0.037866,
1.538948, 1.661279, 1.587158, -0.074121,   1.658862, 1.658057, -0.000806,   1.676587, 0.033838,
1.563046, 1.661279, 1.587158, -0.074121,   1.654834, 1.653223, -0.001611,   1.677393, 0.038672,
1.587175, 1.661279, 1.587158, -0.074121,   1.658057, 1.658862, 0.000806,   1.677393, 0.038672,
1.611040, 1.661279, 1.587158, -0.074121,   1.658862, 1.673364, 0.014502,   1.677393, 0.034644,
1.635057, 1.661279, 1.587158, -0.074121,   1.658862, 1.657251, -0.001611,   1.677393, 0.039478,
1.659283, 1.661279, 1.587158, -0.074121,   1.654028, 1.641138, -0.012891,   1.673364, 0.030615,
1.683393, 1.661279, 1.587158, -0.074121,   1.657251, 1.653223, -0.004028,   1.676587, 0.037866,
1.707510, 1.661279, 1.587158, -0.074121,   1.654028, 1.640332, -0.013696,   1.674976, 0.037866,
1.731613, 1.661279, 1.587158, -0.074121,   1.654834, 1.645166, -0.009668,   1.677393, 0.037866,
1.755725, 1.661279, 1.587158, -0.074121,   1.658057, 1.641138, -0.016919,   1.673364, 0.036255,
1.779733, 1.661279, 1.587158, -0.074121,   1.658862, 1.649194, -0.009668,   1.677393, 0.035449,
1.803826, 1.661279, 1.587158, -0.074121,   1.645166, 1.652417, 0.007251,   1.673364, 0.023364,
1.827827, 1.661279, 1.587158, -0.074121,   1.641943, 1.643555, 0.001611,   1.666919, 0.023364,
1.851825, 1.661279, 1.587158, -0.074121,   1.643555, 1.670142, 0.026587,   1.668530, 0.025781,
1.875786, 1.661279, 1.587158, -0.074121,   1.647583, 1.649194, 0.001611,   1.666113, 0.026587,
1.899719, 1.661279, 1.587158, -0.074121,   1.649194, 1.635498, -0.013696,   1.672559, 0.025781,
1.923820, 1.661279, 1.587158, -0.074121,   1.645972, 1.648389, 0.002417,   1.670142, 0.026587,
1.947949, 1.661279, 1.587158, -0.074121,   1.647583, 1.628247, -0.019336,   1.670947, 0.022559,
1.972113, 1.661279, 1.587158, -0.074121,   1.649194, 1.653223, 0.004028,   1.670142, 0.027393,
1.996044, 1.661279, 1.587158, -0.074121,   1.650000, 1.643555, -0.006445,   1.670142, 0.028198,
2.020168, 1.661279, 1.587158, -0.074121,   1.650000, 1.682227, 0.032227,   1.672559, 0.027393,
2.044301, 1.661279, 1.587158, -0.074121,   1.648389, 1.658057, 0.009668,   1.672559, 0.027393,
2.068175, 1.661279, 1.587158, -0.074121,   1.647583, 1.656445, 0.008862,   1.665308, 0.025781,
2.092049, 1.661279, 1.587158, -0.074121,   1.649194, 1.648389, -0.000806,   1.672559, 0.024976,
2.116167, 1.661279, 1.587158, -0.074121,   1.662085, 1.662085, 0.000000,   1.677393, 0.036255,
2.140288, 1.661279, 1.587158, -0.074121,   1.662085, 1.645166, -0.016919,   1.674170, 0.038672,
2.164391, 1.661279, 1.587158, -0.074121,   1.658057, 1.654834, -0.003223,   1.673364, 0.039478,
2.188614, 1.661279, 1.587158, -0.074121,   1.658057, 1.650000, -0.008057,   1.674170, 0.035449,
2.211393, 1.661279, 1.587158, -0.074121,   1.658862, 1.650000, -0.008862,   1.674170, 0.037866,
2.235602, 1.661279, 1.587158, -0.074121,   1.658862, 1.658862, 0.000000,   1.677393, 0.039478,
2.259612, 1.661279, 1.587158, -0.074121,   1.661279, 1.647583, -0.013696,   1.678198, 0.037866,
2.283828, 1.661279, 1.587158, -0.074121,   1.658862, 1.654834, -0.004028,   1.678198, 0.036255,
2.307946, 1.661279, 1.587158, -0.074121,   1.658862, 1.658862, 0.000000,   1.674976, 0.037866,
2.331820, 1.661279, 1.587158, -0.074121,   1.656445, 1.664502, 0.008057,   1.677393, 0.037866,
2.355842, 1.661279, 1.587158, -0.074121,   1.658862, 1.649194, -0.009668,   1.676587, 0.037866,
2.380042, 1.661279, 1.587158, -0.074121,   1.660474, 1.625024, -0.035449,   1.673364, 0.032227,
2.404059, 1.661279, 1.587158, -0.074121,   1.657251, 1.665308, 0.008057,   1.670142, 0.037866,
2.428043, 1.661279, 1.587158, -0.074121,   1.658057, 1.648389, -0.009668,   1.673364, 0.037866,
2.452290, 1.661279, 1.587158, -0.074121,   1.647583, 1.650806, 0.003223,   1.669336, 0.023364,
2.476276, 1.661279, 1.587158, -0.074121,   1.643555, 1.645166, 0.001611,   1.670947, 0.026587,
2.500199, 1.661279, 1.587158, -0.074121,   1.648389, 1.649194, 0.000806,   1.670142, 0.026587,
2.524047, 1.661279, 1.587158, -0.074121,   1.645972, 1.641943, -0.004028,   1.670947, 0.022559,
2.548307, 1.661279, 1.587158, -0.074121,   1.648389, 1.643555, -0.004834,   1.670947, 0.025781,
2.572441, 1.661279, 1.587158, -0.074121,   1.647583, 1.656445, 0.008862,   1.670142, 0.023364,
2.596403, 1.661279, 1.587158, -0.074121,   1.650806, 1.633887, -0.016919,   1.669336, 0.024976,
2.620501, 1.661279, 1.587158, -0.074121,   1.649194, 1.649194, 0.000000,   1.668530, 0.026587,
2.644609, 1.661279, 1.587158, -0.074121,   1.650000, 1.649194, -0.000806,   1.670142, 0.024976,
2.668727, 1.661279, 1.587158, -0.074121,   1.649194, 1.654834, 0.005640,   1.672559, 0.025781,
2.692605, 1.661279, 1.587158, -0.074121,   1.647583, 1.639526, -0.008057,   1.669336, 0.024976,
2.716721, 1.661279, 1.587158, -0.074121,   1.647583, 1.654028, 0.006445,   1.666113, 0.021753,
2.740829, 1.661279, 1.587158, -0.074121,   1.648389, 1.641943, -0.006445,   1.666919, 0.024976,
2.764956, 1.661279, 1.587158, -0.074121,   1.662891, 1.650000, -0.012891,   1.669336, 0.033838,
2.789048, 1.661279, 1.587158, -0.074121,   1.661279, 1.644360, -0.016919,   1.672559, 0.035449,
2.813177, 1.661279, 1.587158, -0.074121,   1.658057, 1.653223, -0.004834,   1.676587, 0.039478,
2.837392, 1.661279, 1.587158, -0.074121,   1.658862, 1.627441, -0.031421,   1.673364, 0.034644,
2.861614, 1.661279, 1.587158, -0.074121,   1.658862, 1.645166, -0.013696,   1.676587, 0.033838,
2.885824, 1.661279, 1.587158, -0.074121,   1.658057, 1.662085, 0.004028,   1.673364, 0.038672,
2.909719, 1.661279, 1.587158, -0.074121,   1.656445, 1.668530, 0.012085,   1.679004, 0.032227,
2.933723, 1.661279, 1.587158, -0.074121,   1.652417, 1.654834, 0.002417,   1.676587, 0.038672,
2.957739, 1.661279, 1.587158, -0.074121,   1.654834, 1.632275, -0.022559,   1.676587, 0.036255,
2.981840, 1.661279, 1.587158, -0.074121,   1.654834, 1.629053, -0.025781,   1.674976, 0.037866,
3.005830, 1.661279, 1.587158, -0.074121,   1.658862, 1.648389, -0.010474,   1.673364, 0.037866,
3.029947, 1.661279, 1.587158, -0.074121,   1.657251, 1.653223, -0.004028,   1.676587, 0.037866,
3.054180, 1.661279, 1.587158, -0.074121,   1.658057, 1.657251, -0.000806,   1.673364, 0.037866,
3.078284, 1.661279, 1.587158, -0.074121,   1.653223, 1.666919, 0.013696,   1.673364, 0.037866,
3.102166, 1.661279, 1.587158, -0.074121,   1.643555, 1.648389, 0.004834,   1.666113, 0.027393,
3.126048, 1.661279, 1.587158, -0.074121,   1.647583, 1.635498, -0.012085,   1.665308, 0.024976,
3.150286, 1.661279, 1.587158, -0.074121,   1.645972, 1.645972, 0.000000,   1.670142, 0.023364,
3.174214, 1.661279, 1.587158, -0.074121,   1.650000, 1.620190, -0.029810,   1.666113, 0.020947,
3.196389, 1.661279, 1.587158, -0.074121,   1.650000, 1.647583, -0.002417,   1.668530, 0.023364,
3.220539, 1.661279, 1.587158, -0.074121,   1.649194, 1.645972, -0.003223,   1.668530, 0.022559,
3.244823, 1.661279, 1.587158, -0.074121,   1.645166, 1.641138, -0.004028,   1.670142, 0.027393,
3.268952, 1.661279, 1.587158, -0.074121,   1.650000, 1.649194, -0.000806,   1.664502, 0.027393,
3.293064, 1.661279, 1.587158, -0.074121,   1.648389, 1.640332, -0.008057,   1.670142, 0.027393,
3.317182, 1.661279, 1.587158, -0.074121,   1.648389, 1.648389, 0.000000,   1.668530, 0.026587,
3.341334, 1.661279, 1.587158, -0.074121,   1.649194, 1.640332, -0.008862,   1.670947, 0.025781,
3.365520, 1.661279, 1.587158, -0.074121,   1.650000, 1.647583, -0.002417,   1.672559, 0.026587,
3.389615, 1.661279, 1.587158, -0.074121,   1.648389, 1.670142, 0.021753,   1.668530, 0.022559,
3.413511, 1.661279, 1.587158, -0.074121,   1.662891, 1.654834, -0.008057,   1.674976, 0.037866,
3.437722, 1.661279, 1.587158, -0.074121,   1.656445, 1.654028, -0.002417,   1.677393, 0.035449,
3.461837, 1.661279, 1.587158, -0.074121,   1.658057, 1.658862, 0.000806,   1.677393, 0.037866,
3.485727, 1.661279, 1.587158, -0.074121,   1.654834, 1.666113, 0.011279,   1.670947, 0.035449,
3.509611, 1.661279, 1.587158, -0.074121,   1.661279, 1.631470, -0.029810,   1.673364, 0.037866,
3.533836, 1.661279, 1.587158, -0.074121,   1.662085, 1.670142, 0.008057,   1.674170, 0.035449,
3.557821, 1.661279, 1.587158, -0.074121,   1.660474, 1.648389, -0.012085,   1.676587, 0.040283,
3.581946, 1.661279, 1.587158, -0.074121,   1.653223, 1.647583, -0.005640,   1.670142, 0.036255,
3.605951, 1.661279, 1.587158, -0.074121,   1.658862, 1.637915, -0.020947,   1.670947, 0.035449,
3.630053, 1.661279, 1.587158, -0.074121,   1.654834, 1.647583, -0.007251,   1.674170, 0.034644,
3.654178, 1.661279, 1.587158, -0.074121,   1.662085, 1.650000, -0.012085,   1.677393, 0.032227,
3.678300, 1.661279, 1.587158, -0.074121,   1.656445, 1.666113, 0.009668,   1.672559, 0.037866,
3.702184, 1.661279, 1.587158, -0.074121,   1.657251, 1.658862, 0.001611,   1.673364, 0.039478,
3.726055, 1.661279, 1.587158, -0.074121,   1.645166, 1.650000, 0.004834,   1.670142, 0.025781,
3.750077, 1.661279, 1.587158, -0.074121,   1.647583, 1.652417, 0.004834,   1.670947, 0.027393,
3.773990, 1.661279, 1.587158, -0.074121,   1.647583, 1.645972, -0.001611,   1.670142, 0.022559,
3.798053, 1.661279, 1.587158, -0.074121,   1.650000, 1.640332, -0.009668,   1.670142, 0.026587,
3.822179, 1.661279, 1.587158, -0.074121,   1.648389, 1.645166, -0.003223,   1.668530, 0.025781,
3.846517, 1.661279, 1.587158, -0.074121,   1.649194, 1.644360, -0.004834,   1.669336, 0.024976,
3.870686, 1.661279, 1.587158, -0.074121,   1.652417, 1.658862, 0.006445,   1.674976, 0.031421,
3.894612, 1.661279, 1.587158, -0.074121,   1.648389, 1.644360, -0.004028,   1.669336, 0.026587,
3.918735, 1.661279, 1.587158, -0.074121,   1.644360, 1.658057, 0.013696,   1.669336, 0.025781,
3.942847, 1.661279, 1.587158, -0.074121,   1.653223, 1.637915, -0.015308,   1.672559, 0.027393,
3.966955, 1.661279, 1.587158, -0.074121,   1.648389, 1.645972, -0.002417,   1.669336, 0.027393,
3.991060, 1.661279, 1.587158, -0.074121,   1.650000, 1.633887, -0.016113,   1.670142, 0.025781,
4.015189, 1.661279, 1.587158, -0.074121,   1.648389, 1.654028, 0.005640,   1.669336, 0.023364,
4.039264, 1.661279, 1.587158, -0.074121,   1.662891, 1.647583, -0.015308,   1.676587, 0.038672,
4.063408, 1.661279, 1.587158, -0.074121,   1.661279, 1.648389, -0.012891,   1.670142, 0.037866,
4.087611, 1.661279, 1.587158, -0.074121,   1.658862, 1.643555, -0.015308,   1.674976, 0.035449,
4.111616, 1.661279, 1.587158, -0.074121,   1.654834, 1.640332, -0.014502,   1.673364, 0.037866,
4.135829, 1.661279, 1.587158, -0.074121,   1.657251, 1.666113, 0.008862,   1.677393, 0.037866,
4.159836, 1.661279, 1.587158, -0.074121,   1.660474, 1.654834, -0.005640,   1.677393, 0.038672,
4.184060, 1.661279, 1.587158, -0.074121,   1.658057, 1.654834, -0.003223,   1.677393, 0.038672,
4.208191, 1.661279, 1.587158, -0.074121,   1.660474, 1.650000, -0.010474,   1.673364, 0.036255,
4.232385, 1.661279, 1.587158, -0.074121,   1.654834, 1.653223, -0.001611,   1.678198, 0.035449,
4.256524, 1.661279, 1.587158, -0.074121,   1.652417, 1.648389, -0.004028,   1.673364, 0.038672,
4.280620, 1.661279, 1.587158, -0.074121,   1.654028, 1.670947, 0.016919,   1.677393, 0.035449,
4.304402, 1.661279, 1.587158, -0.074121,   1.657251, 1.620996, -0.036255,   1.674976, 0.037866,
4.328512, 1.661279, 1.587158, -0.074121,   1.654028, 1.629053, -0.024976,   1.676587, 0.036255,
4.352840, 1.661279, 1.587158, -0.074121,   1.656445, 1.687866, 0.031421,   1.673364, 0.029810,
4.376836, 1.661279, 1.587158, -0.074121,   1.644360, 1.647583, 0.003223,   1.668530, 0.026587,
4.400761, 1.661279, 1.587158, -0.074121,   1.644360, 1.649194, 0.004834,   1.670947, 0.021753,
4.424623, 1.661279, 1.587158, -0.074121,   1.648389, 1.644360, -0.004028,   1.666919, 0.025781,
4.448840, 1.661279, 1.587158, -0.074121,   1.648389, 1.633887, -0.014502,   1.672559, 0.024976,
4.473050, 1.661279, 1.587158, -0.074121,   1.650806, 1.650000, -0.000806,   1.666113, 0.020947,
4.497048, 1.661279, 1.587158, -0.074121,   1.653223, 1.648389, -0.004834,   1.672559, 0.031421,
4.521180, 1.661279, 1.587158, -0.074121,   1.644360, 1.615356, -0.029004,   1.670142, 0.028198,
4.545517, 1.661279, 1.587158, -0.074121,   1.649194, 1.654834, 0.005640,   1.666919, 0.027393,
4.569452, 1.661279, 1.587158, -0.074121,   1.650000, 1.656445, 0.006445,   1.666919, 0.023364,
4.593408, 1.661279, 1.587158, -0.074121,   1.650000, 1.650000, 0.000000,   1.670142, 0.024976,
4.617289, 1.661279, 1.587158, -0.074121,   1.649194, 1.656445, 0.007251,   1.670142, 0.024976,
4.641412, 1.661279, 1.587158, -0.074121,   1.649194, 1.625024, -0.024170,   1.666919, 0.025781,
4.665579, 1.661279, 1.587158, -0.074121,   1.647583, 1.647583, 0.000000,   1.669336, 0.024976,
4.689521, 1.661279, 1.587158, -0.074121,   1.660474, 1.650806, -0.009668,   1.674976, 0.035449,
4.713616, 1.661279, 1.587158, -0.074121,   1.662085, 1.650000, -0.012085,   1.679004, 0.037866,
4.737847, 1.661279, 1.587158, -0.074121,   1.658862, 1.652417, -0.006445,   1.676587, 0.037866,
4.762071, 1.661279, 1.587158, -0.074121,   1.656445, 1.631470, -0.024976,   1.677393, 0.037866,
4.786309, 1.661279, 1.587158, -0.074121,   1.654834, 1.652417, -0.002417,   1.677393, 0.039478,
4.810398, 1.661279, 1.587158, -0.074121,   1.662085, 1.653223, -0.008862,   1.674170, 0.039478,
4.834617, 1.661279, 1.587158, -0.074121,   1.658862, 1.672559, 0.013696,   1.674976, 0.037866,
4.858630, 1.661279, 1.587158, -0.074121,   1.657251, 1.637915, -0.019336,   1.674976, 0.034644,
4.882740, 1.661279, 1.587158, -0.074121,   1.660474, 1.658057, -0.002417,   1.677393, 0.037866,
4.906731, 1.661279, 1.587158, -0.074121,   1.654834, 1.652417, -0.002417,   1.677393, 0.038672,
4.930832, 1.661279, 1.587158, -0.074121,   1.658057, 1.649194, -0.008862,   1.673364, 0.033838,
4.955070, 1.661279, 1.587158, -0.074121,   1.657251, 1.625024, -0.032227,   1.679004, 0.038672,
4.979196, 1.661279, 1.587158, -0.074121,   1.658057, 1.640332, -0.017725,   1.672559, 0.037866,
5.003289, 1.661279, 1.587158, -0.074121,   1.662085, 1.625830, -0.036255,   1.673364, 0.035449,
5.027519, 1.661279, 1.587158, -0.074121,   1.647583, 1.641943, -0.005640,   1.670142, 0.024976,
5.051742, 1.661279, 1.587158, -0.074121,   1.647583, 1.654834, 0.007251,   1.666919, 0.026587,
5.075635, 1.661279, 1.587158, -0.074121,   1.647583, 1.636304, -0.011279,   1.670142, 0.023364,
5.099730, 1.661279, 1.587158, -0.074121,   1.647583, 1.647583, 0.000000,   1.670947, 0.028198,
5.123645, 1.661279, 1.587158, -0.074121,   1.652417, 1.633081, -0.019336,   1.673364, 0.026587,
5.147958, 1.661279, 1.587158, -0.074121,   1.647583, 1.623413, -0.024170,   1.670142, 0.025781,
5.172183, 1.661279, 1.587158, -0.074121,   1.649194, 1.631470, -0.017725,   1.669336, 0.028198,
5.196293, 1.661279, 1.587158, -0.074121,   1.649194, 1.647583, -0.001611,   1.670142, 0.024976,
5.220401, 1.661279, 1.587158, -0.074121,   1.647583, 1.644360, -0.003223,   1.670142, 0.026587,
5.244742, 1.661279, 1.587158, -0.074121,   1.650000, 1.648389, -0.001611,   1.672559, 0.028198,
5.268838, 1.661279, 1.587158, -0.074121,   1.648389, 1.645972, -0.002417,   1.672559, 0.022559,
5.292958, 1.661279, 1.587158, -0.074121,   1.650806, 1.647583, -0.003223,   1.670142, 0.026587,
5.317063, 1.661279, 1.587158, -0.074121,   1.661279, 1.653223, -0.008057,   1.674976, 0.037866,
5.341496, 1.661279, 1.587158, -0.074121,   1.662085, 1.644360, -0.017725,   1.674976, 0.039478,
5.365633, 1.661279, 1.587158, -0.074121,   1.662085, 1.650000, -0.012085,   1.672559, 0.039478,
5.389737, 1.661279, 1.587158, -0.074121,   1.654834, 1.639526, -0.015308,   1.679004, 0.034644,
5.413843, 1.661279, 1.587158, -0.074121,   1.662085, 1.647583, -0.014502,   1.677393, 0.039478,
5.438056, 1.661279, 1.587158, -0.074121,   1.660474, 1.653223, -0.007251,   1.676587, 0.037866,
5.462185, 1.661279, 1.587158, -0.074121,   1.656445, 1.637109, -0.019336,   1.676587, 0.034644,
5.486285, 1.661279, 1.587158, -0.074121,   1.662085, 1.654834, -0.007251,   1.674976, 0.037866,
5.510401, 1.661279, 1.587158, -0.074121,   1.661279, 1.656445, -0.004834,   1.674976, 0.035449,
5.534621, 1.661279, 1.587158, -0.074121,   1.652417, 1.644360, -0.008057,   1.677393, 0.035449,
5.558854, 1.661279, 1.587158, -0.074121,   1.658862, 1.641943, -0.016919,   1.676587, 0.033838,
5.582962, 1.661279, 1.587158, -0.074121,   1.654834, 1.645166, -0.009668,   1.677393, 0.037866,
5.606959, 1.661279, 1.587158, -0.074121,   1.657251, 1.645972, -0.011279,   1.674170, 0.035449,
5.631062, 1.661279, 1.587158, -0.074121,   1.654834, 1.652417, -0.002417,   1.674170, 0.038672,
5.655183, 1.661279, 1.587158, -0.074121,   1.641943, 1.650806, 0.008862,   1.665308, 0.026587,
5.679061, 1.661279, 1.587158, -0.074121,   1.644360, 1.650806, 0.006445,   1.673364, 0.023364,
5.702956, 1.661279, 1.587158, -0.074121,   1.645166, 1.662891, 0.017725,   1.669336, 0.024976,
5.726950, 1.661279, 1.587158, -0.074121,   1.649194, 1.645972, -0.003223,   1.666113, 0.022559,
5.751198, 1.661279, 1.587158, -0.074121,   1.647583, 1.650806, 0.003223,   1.666113, 0.021753,
5.775182, 1.661279, 1.587158, -0.074121,   1.647583, 1.644360, -0.003223,   1.670142, 0.021753,
5.799292, 1.661279, 1.587158, -0.074121,   1.647583, 1.641138, -0.006445,   1.670142, 0.025781,
5.823408, 1.661279, 1.587158, -0.074121,   1.645972, 1.668530, 0.022559,   1.666919, 0.023364,
5.847534, 1.661279, 1.587158, -0.074121,   1.650000, 1.643555, -0.006445,   1.666113, 0.024976,
5.871674, 1.661279, 1.587158, -0.074121,   1.650000, 1.640332, -0.009668,   1.670142, 0.027393,
5.895746, 1.661279, 1.587158, -0.074121,   1.650000, 1.625830, -0.024170,   1.666113, 0.023364,
5.919840, 1.661279, 1.587158, -0.074121,   1.648389, 1.639526, -0.008862,   1.665308, 0.025781,
5.944207, 1.661279, 1.587158, -0.074121,   1.650000, 1.633887, -0.016113,   1.670142, 0.024976,
5.968284, 1.661279, 1.587158, -0.074121,   1.662085, 1.650000, -0.012085,   1.676587, 0.035449,
5.992412, 1.661279, 1.587158, -0.074121,   1.662085, 1.662085, 0.000000,   1.677393, 0.037866,
6.016286, 1.661279, 1.587158, -0.074121,   1.658057, 1.661279, 0.003223,   1.677393, 0.037866,
6.040420, 1.661279, 1.587158, -0.074121,   1.658862, 1.649194, -0.009668,   1.676587, 0.033838,
6.064525, 1.661279, 1.587158, -0.074121,   1.660474, 1.648389, -0.012085,   1.673364, 0.037866,
6.088629, 1.661279, 1.587158, -0.074121,   1.656445, 1.641943, -0.014502,   1.677393, 0.034644,
6.112751, 1.661279, 1.587158, -0.074121,   1.660474, 1.640332, -0.020142,   1.670947, 0.036255,
6.136968, 1.661279, 1.587158, -0.074121,   1.658057, 1.658862, 0.000806,   1.672559, 0.037866,
6.160971, 1.661279, 1.587158, -0.074121,   1.654834, 1.673364, 0.018530,   1.674170, 0.037866,
6.184948, 1.661279, 1.587158, -0.074121,   1.658057, 1.648389, -0.009668,   1.677393, 0.037866,
