skip,unit_x, time, Vca, Voa, VoVca, Vcn, Von, VoVcn, Tbv, Vbv,
 0,x_unit, 0.000000, 1.662085, 1.315649, -0.346436,   1.661279, 1.635498, -0.025781,   1.690283, 0.050757,
 0,x_unit, 0.026138, 1.662085, 1.380908, -0.281177,   1.661279, 1.632275, -0.029004,   1.693506, 0.053979,
 0,x_unit, 0.052282, 1.658862, 1.363989, -0.294873,   1.662085, 1.633887, -0.028198,   1.690283, 0.053979,
 0,x_unit, 0.078248, 1.654834, 1.334180, -0.320654,   1.658862, 1.615356, -0.043506,   1.691089, 0.051562,
 0,x_unit, 0.104349, 1.654834, 1.428442, -0.226392,   1.657251, 1.596020, -0.061231,   1.691089, 0.051562,
 0,x_unit, 0.130231, 1.662085, 1.322095, -0.339990,   1.658057, 1.640332, -0.017725,   1.693506, 0.047534,
 0,x_unit, 0.156454, 1.649194, 1.448584, -0.200610,   1.645972, 1.627441, -0.018530,   1.689478, 0.037866,
 0,x_unit, 0.182347, 1.645166, 1.322900, -0.322266,   1.645166, 1.619385, -0.025781,   1.685449, 0.036255,
 0,x_unit, 0.208347, 1.643555, 1.419580, -0.223975,   1.647583, 1.619385, -0.028198,   1.689478, 0.039478,
 0,x_unit, 0.234347, 1.647583, 1.338208, -0.309375,   1.649194, 1.624219, -0.024976,   1.682227, 0.037866,
 0,x_unit, 0.260354, 1.649194, 1.351904, -0.297290,   1.647583, 1.608105, -0.039478,   1.686255, 0.039478,
 0,x_unit, 0.286359, 1.649194, 1.378491, -0.270703,   1.648389, 1.635498, -0.012891,   1.683032, 0.037866,
 0,x_unit, 0.312239, 1.650806, 1.310010, -0.340796,   1.647583, 1.628247, -0.019336,   1.686255, 0.036255,
 0,x_unit, 0.343508, 1.650806, 1.378491, -0.272314,   1.647583, 1.619385, -0.028198,   1.687060, 0.036255,
 0,x_unit, 0.400509, 1.648389, 1.329346, -0.319043,   1.650806, 1.629053, -0.021753,   1.685449, 0.035449,
 0,x_unit, 0.457510, 1.654028, 1.425220, -0.228809,   1.649194, 1.608105, -0.041089,   1.687060, 0.040283,
 0,x_unit, 0.514506, 1.662891, 1.317261, -0.345630,   1.661279, 1.596020, -0.065259,   1.691895, 0.053979,
 0,x_unit, 0.571510, 1.662891, 1.454224, -0.208667,   1.662085, 1.654028, -0.008057,   1.690283, 0.051562,
 0,x_unit, 0.628506, 1.662891, 1.318066, -0.344824,   1.658862, 1.620996, -0.037866,   1.693506, 0.052368,
 0,x_unit, 0.685508, 1.654834, 1.355933, -0.298901,   1.661279, 1.636304, -0.024976,   1.686255, 0.050757,
 0,x_unit, 0.742507, 1.658862, 1.367212, -0.291650,   1.657251, 1.612939, -0.044312,   1.695923, 0.054785,
 0,x_unit, 0.799509, 1.645166, 1.344653, -0.300513,   1.640332, 1.623413, -0.016919,   1.683838, 0.038672,
 0,x_unit, 0.856510, 1.645166, 1.455029, -0.190137,   1.649194, 1.620996, -0.028198,   1.686255, 0.037866,
 0,x_unit, 0.913506, 1.648389, 1.292285, -0.356104,   1.649194, 1.640332, -0.008862,   1.685449, 0.035449,
 0,x_unit, 0.970509, 1.650000, 1.383325, -0.266675,   1.649194, 1.619385, -0.029810,   1.682227, 0.037866,
 0,x_unit, 1.027506, 1.652417, 1.300342, -0.352075,   1.650000, 1.647583, -0.002417,   1.683032, 0.040283,
 0,x_unit, 1.083735, 1.650806, 1.328540, -0.322266,   1.653223, 1.633887, -0.019336,   1.683838, 0.036255,
 0,x_unit, 1.139741, 1.662085, 1.450195, -0.211890,   1.660474, 1.650806, -0.009668,   1.687866, 0.047534,
 0,x_unit, 1.195740, 1.662085, 1.322900, -0.339185,   1.656445, 1.650000, -0.006445,   1.695923, 0.050757,
 0,x_unit, 1.229825, 1.660474, 1.319678, -0.340796,   1.662085, 1.627441, -0.034644,   1.691895, 0.054785,
 0,x_unit, 1.255834, 1.654834, 1.434082, -0.220752,   1.658057, 1.633887, -0.024170,   1.694311, 0.053979,
 0,x_unit, 1.281811, 1.662085, 1.321289, -0.340796,   1.657251, 1.612939, -0.044312,   1.691895, 0.051562,
 0,x_unit, 1.307693, 1.658862, 1.419580, -0.239282,   1.661279, 1.654834, -0.006445,   1.691089, 0.051562,
 0,x_unit, 1.333806, 1.654834, 1.328540, -0.326294,   1.660474, 1.632275, -0.028198,   1.691895, 0.054785,
 0,x_unit, 1.359807, 1.658862, 1.370435, -0.288428,   1.658862, 1.620190, -0.038672,   1.693506, 0.053979,
 0,x_unit, 1.385800, 1.662085, 1.372046, -0.290039,   1.656445, 1.669336, 0.012891,   1.691089, 0.052368,
 0,x_unit, 1.411453, 1.661279, 1.316455, -0.344824,   1.657251, 1.625024, -0.032227,   1.691895, 0.053979,
 0,x_unit, 1.437366, 1.645166, 1.417969, -0.227197,   1.640332, 1.639526, -0.000806,   1.685449, 0.036255,
 0,x_unit, 1.463460, 1.647583, 1.332568, -0.315015,   1.645166, 1.621802, -0.023364,   1.683032, 0.038672,
 0,x_unit, 1.489457, 1.645972, 1.444556, -0.201416,   1.643555, 1.627441, -0.016113,   1.681421, 0.038672,
 0,x_unit, 1.515581, 1.648389, 1.329346, -0.319043,   1.647583, 1.621802, -0.025781,   1.682227, 0.037866,
 0,x_unit, 1.541581, 1.649194, 1.401050, -0.248145,   1.645972, 1.629053, -0.016919,   1.683838, 0.037866,
 0,x_unit, 1.567712, 1.649194, 1.330957, -0.318237,   1.648389, 1.631470, -0.016919,   1.683032, 0.037866,
 0,x_unit, 1.593767, 1.650806, 1.307593, -0.343213,   1.648389, 1.616968, -0.031421,   1.683032, 0.040283,
 0,x_unit, 1.619812, 1.652417, 1.397021, -0.255396,   1.645972, 1.639526, -0.006445,   1.683838, 0.038672,
 0,x_unit, 1.645807, 1.647583, 1.299536, -0.348047,   1.647583, 1.606494, -0.041089,   1.685449, 0.038672,
 0,x_unit, 1.671916, 1.647583, 1.440527, -0.207056,   1.650806, 1.611328, -0.039477,   1.682227, 0.035449,
 0,x_unit, 1.697927, 1.652417, 1.320483, -0.331934,   1.649194, 1.643555, -0.005640,   1.685449, 0.041895,
 0,x_unit, 1.724049, 1.650806, 1.394604, -0.256201,   1.647583, 1.623413, -0.024170,   1.687866, 0.039478,
 0,x_unit, 1.750030, 1.662085, 1.333374, -0.328711,   1.662085, 1.633887, -0.028198,   1.695923, 0.051562,
 0,x_unit, 1.775929, 1.664502, 1.369629, -0.294873,   1.662891, 1.624219, -0.038672,   1.691089, 0.051562,
 0,x_unit, 1.802021, 1.661279, 1.362378, -0.298901,   1.662085, 1.641943, -0.020142,   1.691089, 0.050757,
 0,x_unit, 1.828051, 1.657251, 1.296313, -0.360938,   1.658057, 1.643555, -0.014502,   1.690283, 0.052368,
 0,x_unit, 1.854134, 1.658862, 1.448584, -0.210278,   1.658862, 1.633081, -0.025781,   1.691895, 0.049951,
 0,x_unit, 1.880049, 1.662085, 1.334985, -0.327100,   1.658862, 1.629053, -0.029809,   1.691895, 0.050757,
 0,x_unit, 1.906042, 1.658057, 1.438110, -0.219946,   1.654834, 1.632275, -0.022559,   1.694311, 0.049951,
 0,x_unit, 1.932165, 1.658862, 1.293091, -0.365771,   1.660474, 1.625830, -0.034644,   1.687866, 0.052368,
 0,x_unit, 1.958265, 1.658057, 1.388965, -0.269092,   1.662085, 1.621802, -0.040283,   1.691089, 0.050757,
 0,x_unit, 1.984305, 1.658057, 1.337402, -0.320654,   1.658057, 1.641943, -0.016113,   1.690283, 0.048340,
 0,x_unit, 2.010265, 1.662085, 1.337402, -0.324683,   1.660474, 1.612134, -0.048340,   1.693506, 0.050757,
 0,x_unit, 2.036268, 1.658057, 1.388965, -0.269092,   1.654834, 1.653223, -0.001611,   1.687866, 0.046729,
 0,x_unit, 2.062360, 1.645166, 1.322095, -0.323071,   1.650000, 1.637109, -0.012891,   1.685449, 0.044312,
 0,x_unit, 2.088352, 1.643555, 1.453418, -0.190137,   1.641138, 1.628247, -0.012891,   1.677393, 0.038672,
 0,x_unit, 2.114469, 1.648389, 1.333374, -0.315015,   1.643555, 1.612134, -0.031421,   1.690283, 0.039478,
 0,x_unit, 2.140361, 1.648389, 1.421997, -0.226392,   1.649194, 1.618579, -0.030615,   1.682227, 0.039478,
 0,x_unit, 2.166473, 1.647583, 1.326123, -0.321460,   1.647583, 1.611328, -0.036255,   1.685449, 0.039478,
 0,x_unit, 2.192461, 1.649194, 1.378491, -0.270703,   1.645166, 1.633887, -0.011279,   1.683032, 0.037866,
 0,x_unit, 2.218577, 1.650000, 1.367212, -0.282788,   1.649194, 1.620190, -0.029004,   1.683838, 0.038672,
 0,x_unit, 2.244478, 1.649194, 1.340625, -0.308569,   1.650000, 1.628247, -0.021753,   1.686255, 0.038672,
 0,x_unit, 2.270623, 1.650000, 1.421997, -0.228003,   1.648389, 1.633081, -0.015308,   1.683838, 0.039478,
 0,x_unit, 2.296686, 1.652417, 1.322900, -0.329517,   1.648389, 1.589575, -0.058813,   1.681421, 0.039478,
 0,x_unit, 2.322807, 1.650806, 1.434082, -0.216724,   1.648389, 1.625024, -0.023364,   1.683838, 0.037866,
 0,x_unit, 2.348767, 1.648389, 1.330957, -0.317432,   1.650806, 1.627441, -0.023364,   1.683838, 0.038672,
 0,x_unit, 2.374814, 1.649194, 1.391382, -0.257812,   1.647583, 1.621802, -0.025781,   1.683838, 0.037866,
 0,x_unit, 2.400922, 1.666113, 1.339014, -0.327100,   1.661279, 1.636304, -0.024976,   1.693506, 0.051562,
 0,x_unit, 2.426985, 1.662891, 1.334985, -0.327905,   1.657251, 1.600049, -0.057202,   1.691895, 0.048340,
 0,x_unit, 2.453110, 1.662085, 1.411523, -0.250561,   1.661279, 1.614551, -0.046729,   1.691895, 0.052368,
 0,x_unit, 2.479041, 1.657251, 1.332568, -0.324683,   1.662085, 1.625024, -0.037060,   1.686255, 0.051562,
 0,x_unit, 2.505035, 1.660474, 1.448584, -0.211890,   1.660474, 1.647583, -0.012891,   1.690283, 0.051562,
 0,x_unit, 2.531148, 1.656445, 1.341431, -0.315015,   1.658862, 1.623413, -0.035449,   1.691895, 0.053979,
 0,x_unit, 2.557251, 1.654834, 1.409912, -0.244922,   1.654834, 1.625830, -0.029004,   1.691895, 0.052368,
 0,x_unit, 2.583289, 1.658862, 1.355933, -0.302930,   1.654834, 1.629053, -0.025781,   1.691895, 0.054785,
 0,x_unit, 2.609194, 1.654834, 1.375269, -0.279565,   1.656445, 1.637109, -0.019336,   1.689478, 0.053979,
 0,x_unit, 2.635239, 1.658862, 1.376880, -0.281982,   1.653223, 1.664502, 0.011279,   1.691089, 0.049951,
 0,x_unit, 2.661023, 1.662085, 1.340625, -0.321460,   1.654834, 1.596020, -0.058813,   1.694311, 0.051562,
 0,x_unit, 2.687035, 1.657251, 1.430054, -0.227197,   1.660474, 1.652417, -0.008057,   1.691089, 0.048340,
 0,x_unit, 2.713102, 1.644360, 1.346265, -0.298096,   1.644360, 1.615356, -0.029004,   1.685449, 0.040283,
 0,x_unit, 2.739111, 1.648389, 1.445361, -0.203027,   1.645972, 1.604077, -0.041895,   1.682227, 0.036255,
 0,x_unit, 2.765153, 1.648389, 1.330957, -0.317432,   1.649194, 1.629053, -0.020142,   1.682227, 0.039478,
 0,x_unit, 2.791251, 1.650000, 1.407495, -0.242505,   1.645972, 1.618579, -0.027393,   1.683838, 0.039478,
 0,x_unit, 2.817354, 1.650000, 1.341431, -0.308569,   1.649194, 1.631470, -0.017725,   1.685449, 0.041895,
 0,x_unit, 2.843326, 1.650000, 1.344653, -0.305347,   1.647583, 1.620996, -0.026587,   1.683838, 0.036255,
 0,x_unit, 2.869286, 1.650000, 1.409912, -0.240088,   1.650000, 1.635498, -0.014502,   1.682227, 0.039478,
 0,x_unit, 2.895351, 1.650806, 1.351904, -0.298901,   1.649194, 1.616968, -0.032227,   1.683838, 0.039478,
 0,x_unit, 2.921495, 1.652417, 1.442139, -0.210278,   1.648389, 1.633887, -0.014502,   1.686255, 0.035449,
 0,x_unit, 2.947480, 1.650000, 1.326929, -0.323071,   1.647583, 1.640332, -0.007251,   1.687866, 0.037866,
 0,x_unit, 2.973525, 1.653223, 1.421997, -0.231226,   1.649194, 1.620190, -0.029004,   1.682227, 0.041895,
 0,x_unit, 2.999502, 1.652417, 1.346265, -0.306152,   1.649194, 1.618579, -0.030615,   1.683838, 0.036255,
 0,x_unit, 3.025595, 1.664502, 1.375269, -0.289233,   1.665308, 1.614551, -0.050757,   1.693506, 0.050757,
 0,x_unit, 3.049930, 1.662085, 1.338208, -0.323877,   1.662891, 1.629053, -0.033838,   1.691895, 0.051562,
 0,x_unit, 3.075934, 1.662085, 1.371240, -0.290845,   1.662085, 1.604883, -0.057202,   1.690283, 0.049951,
 0,x_unit, 3.101944, 1.662085, 1.395410, -0.266675,   1.658057, 1.647583, -0.010474,   1.691089, 0.051562,
 0,x_unit, 3.128020, 1.660474, 1.347876, -0.312598,   1.658862, 1.625830, -0.033032,   1.694311, 0.051562,
 0,x_unit, 3.154033, 1.658862, 1.442139, -0.216724,   1.658057, 1.637109, -0.020947,   1.687866, 0.047534,
 0,x_unit, 3.180025, 1.658862, 1.330957, -0.327905,   1.658057, 1.625024, -0.033032,   1.695117, 0.047534,
 0,x_unit, 3.206036, 1.660474, 1.446167, -0.214307,   1.656445, 1.637109, -0.019336,   1.687060, 0.050757,
 0,x_unit, 3.232076, 1.661279, 1.333374, -0.327905,   1.660474, 1.653223, -0.007251,   1.690283, 0.055591,
 0,x_unit, 3.258189, 1.653223, 1.370435, -0.282788,   1.660474, 1.628247, -0.032227,   1.687060, 0.053979,
 0,x_unit, 3.284189, 1.658057, 1.349487, -0.308569,   1.658057, 1.647583, -0.010474,   1.691089, 0.052368,
 0,x_unit, 3.310261, 1.654834, 1.351904, -0.302930,   1.656445, 1.623413, -0.033032,   1.694311, 0.047534,
 0,x_unit, 3.336260, 1.662085, 1.425220, -0.236865,   1.658057, 1.648389, -0.009668,   1.698340, 0.054785,
 0,x_unit, 3.362292, 1.645166, 1.326929, -0.318237,   1.647583, 1.618579, -0.029004,   1.683838, 0.039478,
 0,x_unit, 3.388363, 1.647583, 1.458252, -0.189331,   1.645166, 1.633081, -0.012085,   1.687060, 0.039478,
 0,x_unit, 3.414437, 1.647583, 1.336597, -0.310986,   1.647583, 1.608911, -0.038672,   1.679004, 0.039478,
 0,x_unit, 3.440497, 1.650000, 1.428442, -0.221558,   1.652417, 1.607300, -0.045117,   1.682227, 0.038672,
 0,x_unit, 3.466505, 1.649194, 1.342236, -0.306958,   1.645166, 1.621802, -0.023364,   1.685449, 0.039478,
 0,x_unit, 3.492496, 1.647583, 1.376074, -0.271509,   1.648389, 1.599243, -0.049145,   1.683838, 0.037866,
 0,x_unit, 3.518595, 1.649194, 1.382519, -0.266675,   1.645166, 1.633081, -0.012085,   1.685449, 0.037866,
 0,x_unit, 3.544472, 1.650806, 1.341431, -0.309375,   1.647583, 1.612134, -0.035449,   1.683838, 0.038672,
 0,x_unit, 3.570822, 1.650000, 1.448584, -0.201416,   1.645972, 1.633081, -0.012891,   1.679810, 0.033838,
 0,x_unit, 3.596812, 1.648389, 1.326123, -0.322266,   1.650806, 1.621802, -0.029004,   1.683032, 0.037866,
 0,x_unit, 3.622841, 1.647583, 1.454224, -0.193359,   1.647583, 1.643555, -0.004028,   1.685449, 0.038672,
 0,x_unit, 3.648824, 1.653223, 1.341431, -0.311792,   1.647583, 1.641943, -0.005640,   1.685449, 0.037866,
 0,x_unit, 3.674832, 1.662085, 1.392187, -0.269897,   1.660474, 1.625024, -0.035449,   1.691895, 0.052368,
 0,x_unit, 3.700934, 1.661279, 1.350293, -0.310986,   1.662891, 1.640332, -0.022559,   1.691089, 0.050757,
 0,x_unit, 3.726932, 1.662085, 1.334180, -0.327905,   1.661279, 1.639526, -0.021753,   1.691895, 0.049951,
 0,x_unit, 3.752926, 1.662085, 1.437305, -0.224780,   1.658057, 1.658057, 0.000000,   1.691895, 0.050757,
 0,x_unit, 3.778597, 1.660474, 1.350293, -0.310181,   1.660474, 1.629858, -0.030615,   1.691895, 0.047534,
 0,x_unit, 3.804604, 1.654834, 1.452612, -0.202222,   1.662085, 1.606494, -0.055591,   1.690283, 0.050757,
 0,x_unit, 3.830728, 1.658862, 1.330151, -0.328711,   1.654028, 1.629053, -0.024976,   1.690283, 0.049951,
 0,x_unit, 3.856828, 1.662085, 1.446973, -0.215112,   1.662085, 1.621802, -0.040283,   1.691895, 0.055591,
 0,x_unit, 3.882848, 1.660474, 1.345459, -0.315015,   1.660474, 1.633081, -0.027393,   1.691089, 0.053979,
 0,x_unit, 3.908837, 1.658862, 1.395410, -0.263452,   1.657251, 1.620996, -0.036255,   1.693506, 0.051562,
 0,x_unit, 3.934818, 1.658862, 1.382519, -0.276343,   1.658057, 1.616968, -0.041089,   1.690283, 0.049951,
 0,x_unit, 3.960943, 1.662085, 1.347876, -0.314209,   1.658862, 1.629053, -0.029809,   1.687060, 0.049951,
 0,x_unit, 3.986926, 1.658862, 1.440527, -0.218335,   1.658057, 1.665308, 0.007251,   1.690283, 0.049951,
 0,x_unit, 4.012704, 1.645166, 1.343042, -0.302124,   1.645972, 1.620996, -0.024976,   1.683032, 0.037866,
 0,x_unit, 4.038744, 1.647583, 1.459058, -0.188525,   1.645166, 1.628247, -0.016919,   1.679004, 0.037866,
 0,x_unit, 4.064788, 1.648389, 1.361572, -0.286816,   1.648389, 1.640332, -0.008057,   1.685449, 0.038672,
 0,x_unit, 4.090834, 1.649194, 1.436499, -0.212695,   1.649194, 1.603271, -0.045923,   1.685449, 0.039478,
 0,x_unit, 4.116831, 1.650000, 1.351904, -0.298096,   1.645166, 1.625024, -0.020142,   1.683838, 0.039478,
 0,x_unit, 4.142814, 1.649194, 1.355933, -0.293262,   1.645972, 1.618579, -0.027393,   1.682227, 0.038672,
 0,x_unit, 4.168928, 1.649194, 1.407495, -0.241699,   1.649194, 1.645166, -0.004028,   1.685449, 0.037866,
 0,x_unit, 4.194928, 1.647583, 1.345459, -0.302124,   1.650000, 1.608911, -0.041089,   1.683838, 0.035449,
 0,x_unit, 4.221036, 1.644360, 1.467114, -0.177246,   1.649194, 1.635498, -0.013696,   1.679810, 0.039478,
 0,x_unit, 4.246939, 1.650806, 1.329346, -0.321460,   1.648389, 1.640332, -0.008057,   1.678198, 0.037866,
 0,x_unit, 4.272948, 1.649194, 1.413940, -0.235254,   1.648389, 1.620190, -0.028198,   1.686255, 0.039478,
 0,x_unit, 4.299034, 1.650000, 1.337402, -0.312598,   1.648389, 1.625024, -0.023364,   1.687866, 0.034644,
 0,x_unit, 4.325155, 1.664502, 1.397021, -0.267480,   1.660474, 1.628247, -0.032227,   1.691895, 0.053979,
 0,x_unit, 4.351345, 1.662085, 1.395410, -0.266675,   1.658862, 1.612134, -0.046728,   1.690283, 0.051562,
 0,x_unit, 4.377267, 1.654834, 1.353516, -0.301318,   1.654028, 1.629858, -0.024170,   1.683032, 0.054785,
 0,x_unit, 4.403284, 1.662085, 1.446167, -0.215918,   1.662891, 1.643555, -0.019336,   1.689478, 0.050757,
 0,x_unit, 4.429375, 1.657251, 1.338208, -0.319043,   1.656445, 1.637109, -0.019336,   1.691895, 0.051562,
 0,x_unit, 4.455395, 1.657251, 1.459863, -0.197388,   1.662085, 1.636304, -0.025781,   1.691895, 0.052368,
 0,x_unit, 4.481365, 1.654834, 1.358350, -0.296484,   1.661279, 1.625024, -0.036255,   1.691089, 0.055591,
 0,x_unit, 4.507278, 1.657251, 1.417969, -0.239282,   1.652417, 1.627441, -0.024976,   1.693506, 0.052368,
 0,x_unit, 4.533380, 1.661279, 1.345459, -0.315820,   1.658862, 1.631470, -0.027393,   1.694311, 0.052368,
 0,x_unit, 4.559605, 1.658862, 1.353516, -0.305347,   1.658057, 1.618579, -0.039478,   1.685449, 0.053979,
 0,x_unit, 4.585599, 1.658862, 1.417163, -0.241699,   1.658057, 1.640332, -0.017725,   1.689478, 0.048340,
 0,x_unit, 4.611710, 1.654834, 1.347876, -0.306958,   1.656445, 1.625830, -0.030615,   1.695117, 0.052368,
 0,x_unit, 4.637728, 1.645972, 1.463086, -0.182886,   1.644360, 1.643555, -0.000806,   1.679004, 0.037866,
 0,x_unit, 4.663851, 1.645166, 1.354321, -0.290845,   1.643555, 1.593603, -0.049951,   1.687060, 0.037866,
 0,x_unit, 4.689927, 1.648389, 1.452612, -0.195776,   1.644360, 1.616968, -0.027393,   1.682227, 0.040283,
 0,x_unit, 4.715946, 1.648389, 1.347070, -0.301318,   1.647583, 1.625024, -0.022559,   1.683838, 0.039478,
 0,x_unit, 4.742003, 1.649194, 1.384936, -0.264258,   1.645166, 1.610522, -0.034644,   1.682227, 0.038672,
 0,x_unit, 4.767945, 1.648389, 1.383325, -0.265063,   1.645972, 1.633887, -0.012085,   1.689478, 0.039478,
 0,x_unit, 4.793949, 1.650806, 1.353516, -0.297290,   1.647583, 1.641943, -0.005640,   1.685449, 0.038672,
 0,x_unit, 4.820035, 1.649194, 1.452612, -0.196582,   1.648389, 1.633887, -0.014502,   1.679004, 0.039478,
 0,x_unit, 4.846010, 1.650000, 1.358350, -0.291650,   1.647583, 1.621802, -0.025781,   1.681421, 0.038672,
 0,x_unit, 4.872198, 1.650000, 1.463892, -0.186108,   1.648389, 1.621802, -0.026587,   1.679810, 0.039478,
 0,x_unit, 4.898251, 1.648389, 1.337402, -0.310986,   1.648389, 1.620190, -0.028198,   1.685449, 0.037866,
 0,x_unit, 4.924379, 1.653223, 1.388159, -0.265064,   1.645972, 1.624219, -0.021753,   1.687866, 0.040283,
 0,x_unit, 4.950370, 1.662891, 1.355127, -0.307764,   1.662085, 1.641138, -0.020947,   1.697534, 0.051562,
 0,x_unit, 4.976281, 1.662085, 1.341431, -0.320654,   1.665308, 1.633081, -0.032227,   1.686255, 0.049951,
 0,x_unit, 5.002291, 1.662891, 1.434082, -0.228809,   1.664502, 1.647583, -0.016919,   1.693506, 0.053979,
 0,x_unit, 5.028275, 1.657251, 1.342236, -0.315015,   1.662085, 1.625024, -0.037060,   1.691895, 0.049951,
 0,x_unit, 5.054383, 1.658862, 1.457446, -0.201416,   1.658057, 1.635498, -0.022559,   1.691895, 0.052368,
 0,x_unit, 5.080378, 1.658057, 1.345459, -0.312598,   1.656445, 1.633887, -0.022559,   1.691089, 0.050757,
 0,x_unit, 5.106274, 1.662085, 1.409106, -0.252979,   1.660474, 1.616968, -0.043506,   1.690283, 0.047534,
 0,x_unit, 5.132400, 1.658862, 1.351904, -0.306958,   1.661279, 1.629858, -0.031421,   1.691089, 0.049951,
 0,x_unit, 5.158387, 1.658862, 1.392187, -0.266675,   1.658862, 1.608105, -0.050757,   1.693506, 0.050757,
 0,x_unit, 5.184363, 1.657251, 1.376880, -0.280371,   1.658057, 1.643555, -0.014502,   1.689478, 0.054785,
 0,x_unit, 5.210364, 1.658862, 1.347070, -0.311792,   1.660474, 1.643555, -0.016919,   1.691895, 0.053979,
 0,x_unit, 5.236425, 1.657251, 1.448584, -0.208667,   1.656445, 1.641943, -0.014502,   1.691895, 0.050757,
 0,x_unit, 5.262384, 1.652417, 1.359961, -0.292456,   1.649194, 1.620996, -0.028198,   1.682227, 0.038672,
 0,x_unit, 5.288371, 1.647583, 1.467114, -0.180469,   1.645166, 1.637915, -0.007251,   1.685449, 0.037866,
 0,x_unit, 5.314483, 1.648389, 1.347876, -0.300513,   1.649194, 1.602466, -0.046729,   1.683032, 0.038672,
 0,x_unit, 5.340496, 1.647583, 1.409912, -0.237671,   1.645166, 1.619385, -0.025781,   1.679810, 0.037866,
 0,x_unit, 5.366562, 1.644360, 1.350293, -0.294067,   1.645972, 1.629858, -0.016113,   1.683838, 0.039478,
 0,x_unit, 5.392605, 1.645972, 1.351904, -0.294067,   1.647583, 1.625830, -0.021753,   1.681421, 0.039478,
 0,x_unit, 5.418556, 1.654834, 1.407495, -0.247339,   1.654834, 1.650806, -0.004028,   1.687060, 0.040283,
 0,x_unit, 5.444485, 1.648389, 1.344653, -0.303735,   1.650000, 1.619385, -0.030615,   1.685449, 0.036255,
 0,x_unit, 5.470704, 1.647583, 1.462280, -0.185303,   1.648389, 1.637915, -0.010474,   1.679004, 0.035449,
 0,x_unit, 5.496730, 1.649194, 1.337402, -0.311792,   1.650806, 1.616162, -0.034644,   1.685449, 0.039478,
 0,x_unit, 5.522828, 1.654028, 1.442139, -0.211890,   1.656445, 1.619385, -0.037060,   1.682227, 0.041895,
 0,x_unit, 5.548814, 1.652417, 1.343042, -0.309375,   1.645166, 1.612939, -0.032227,   1.685449, 0.039478,
 0,x_unit, 5.575050, 1.652417, 1.386548, -0.265869,   1.650000, 1.616968, -0.033032,   1.685449, 0.036255,
 0,x_unit, 5.601054, 1.662085, 1.401050, -0.261035,   1.665308, 1.641138, -0.024170,   1.693506, 0.052368,
 0,x_unit, 5.627156, 1.662891, 1.351904, -0.310986,   1.664502, 1.640332, -0.024170,   1.691895, 0.055591,
 0,x_unit, 5.653162, 1.660474, 1.475171, -0.185303,   1.662085, 1.633887, -0.028198,   1.687060, 0.051562,
 0,x_unit, 5.679156, 1.658862, 1.357544, -0.301318,   1.658057, 1.625830, -0.032227,   1.691089, 0.053979,
 0,x_unit, 5.705173, 1.660474, 1.448584, -0.211890,   1.658862, 1.633081, -0.025781,   1.691089, 0.047534,
 0,x_unit, 5.731257, 1.661279, 1.359961, -0.301318,   1.656445, 1.633887, -0.022559,   1.687866, 0.051562,
 0,x_unit, 5.757347, 1.658057, 1.399439, -0.258618,   1.657251, 1.625830, -0.031421,   1.689478, 0.052368,
 0,x_unit, 5.783311, 1.660474, 1.355933, -0.304541,   1.660474, 1.641138, -0.019336,   1.693506, 0.047534,
 0,x_unit, 5.809272, 1.654834, 1.344653, -0.310181,   1.660474, 1.614551, -0.045923,   1.694311, 0.054785,
 0,x_unit, 5.835268, 1.662085, 1.429248, -0.232837,   1.662085, 1.650000, -0.012085,   1.691895, 0.052368,
 0,x_unit, 5.861385, 1.662085, 1.337402, -0.324683,   1.654834, 1.643555, -0.011279,   1.690283, 0.052368,
 0,x_unit, 5.887485, 1.657251, 1.459863, -0.197388,   1.653223, 1.640332, -0.012891,   1.691895, 0.052368,
 0,x_unit, 5.913508, 1.658057, 1.350293, -0.307764,   1.652417, 1.645166, -0.007251,   1.691895, 0.053979,
 0,x_unit, 5.939516, 1.648389, 1.430859, -0.217529,   1.648389, 1.620190, -0.028198,   1.683838, 0.042700,
 0,x_unit, 5.965516, 1.647583, 1.353516, -0.294067,   1.645972, 1.618579, -0.027393,   1.687866, 0.037866,
 0,x_unit, 5.991502, 1.645166, 1.398633, -0.246533,   1.647583, 1.610522, -0.037061,   1.687060, 0.040283,
 0,x_unit, 6.017602, 1.650000, 1.391382, -0.258618,   1.649194, 1.618579, -0.030615,   1.681421, 0.036255,
 0,x_unit, 6.043389, 1.653223, 1.347876, -0.305347,   1.654834, 1.614551, -0.040283,   1.685449, 0.037866,
 0,x_unit, 6.069397, 1.650000, 1.448584, -0.201416,   1.647583, 1.643555, -0.004028,   1.681421, 0.037866,
 0,x_unit, 6.095408, 1.645166, 0.105542, -1.539624,   1.644360, 1.421997, -0.222363,   1.685449, 0.036255,
 0,x_unit, 6.121498, 1.644360, 0.003223, -1.641138,   1.641943, 1.261670, -0.380273,   1.691089, 0.037866,
 0,x_unit, 6.147484, 1.644360, 0.002417, -1.641943,   1.644360, 1.090063, -0.554297,   1.685449, 0.038672,
 0,x_unit, 6.173509, 1.641138, 0.002417, -1.638721,   1.640332, 0.984521, -0.655811,   1.685449, 0.035449,
 0,x_unit, 6.199514, 1.640332, 0.039478, -1.600854,   1.641138, 1.087646, -0.553491,   1.683838, 0.038672,
