preserving fault buffer
cmd: Cx72000
 Number of samples           0 ->          0,      uintl (  Cx)
 Number of samples           0 ->      72000,      uintl (  Cx)
unit_shunt, time, vovcn, vovcnkf,
shunt_unit, 0.000000, -0.008057, 0.008267,
shunt_unit, 0.016186, -0.018530, 0.008172,
shunt_unit, 0.033847, 0.011279, 0.008180,
shunt_unit, 0.050059, 0.009668, 0.008183,
shunt_unit, 0.066057, 0.016919, 0.008212,
shunt_unit, 0.082443, 0.013696, 0.008229,
shunt_unit, 0.098511, -0.008057, 0.008171,
shunt_unit, 0.114882, 0.004028, 0.008154,
shunt_unit, 0.131234, 0.011279, 0.008163,
shunt_unit, 0.147355, 0.020142, 0.008202,
shunt_unit, 0.163398, 0.004028, 0.008186,
shunt_unit, 0.179487, 0.037866, 0.008286,
shunt_unit, 0.195407, 0.053980, 0.008441,
shunt_unit, 0.211456, 0.041895, 0.008553,
shunt_unit, 0.227544, 0.021753, 0.008597,
shunt_unit, 0.243777, 0.007251, 0.008590,
shunt_unit, 0.259879, 0.003223, 0.008570,
shunt_unit, 0.276049, 0.017725, 0.008600,
shunt_unit, 0.291988, 0.010474, 0.008605,
shunt_unit, 0.308108, 0.000000, 0.008574,
shunt_unit, 0.324242, 0.004028, 0.008557,
shunt_unit, 0.340478, -0.000806, 0.008524,
shunt_unit, 0.356878, -0.000806, 0.008491,
shunt_unit, 0.373450, -0.003223, 0.008450,
shunt_unit, 0.389706, -0.003223, 0.008409,
shunt_unit, 0.406118, 0.023364, 0.008457,
shunt_unit, 0.422125, 0.004834, 0.008443,
shunt_unit, 0.438480, 0.027393, 0.008504,
shunt_unit, 0.454649, 0.008057, 0.008501,
shunt_unit, 0.470546, 0.024976, 0.008554,
shunt_unit, 0.486649, -0.024976, 0.008442,
shunt_unit, 0.503171, 0.009668, 0.008444,
shunt_unit, 0.519185, 0.000806, 0.008417,
shunt_unit, 0.535540, 0.019336, 0.008451,
shunt_unit, 0.551700, 0.006445, 0.008443,
shunt_unit, 0.567676, -0.001611, 0.008408,
shunt_unit, 0.584194, 0.008057, 0.008405,
shunt_unit, 0.600350, 0.011279, 0.008413,
shunt_unit, 0.616359, -0.020947, 0.008315,
shunt_unit, 0.633118, -0.004028, 0.008273,
shunt_unit, 0.649703, 0.008057, 0.008271,
shunt_unit, 0.665651, 0.040283, 0.008373,
shunt_unit, 0.681807, 0.000000, 0.008344,
shunt_unit, 0.697931, 0.013696, 0.008359,
shunt_unit, 0.713908, -0.011279, 0.008294,
shunt_unit, 0.730650, 0.017725, 0.008323,
shunt_unit, 0.746710, 0.000806, 0.008297,
shunt_unit, 0.762740, 0.053979, 0.008442,
shunt_unit, 0.778811, -0.013696, 0.008369,
shunt_unit, 0.795199, 0.007251, 0.008364,
shunt_unit, 0.811352, 0.033032, 0.008440,
shunt_unit, 0.827533, 0.016113, 0.008463,
shunt_unit, 0.843769, -0.006445, 0.008414,
shunt_unit, 0.860229, 0.028198, 0.008475,
shunt_unit, 0.876390, 0.015308, 0.008495,
shunt_unit, 0.892403, 0.022559, 0.008538,
shunt_unit, 0.908542, 0.012085, 0.008547,
shunt_unit, 0.924704, 0.026587, 0.008603,
shunt_unit, 0.940879, -0.027393, 0.008488,
shunt_unit, 0.957177, 0.016113, 0.008510,
shunt_unit, 0.973260, -0.006445, 0.008462,
shunt_unit, 0.989475, 0.002417, 0.008441,
shunt_unit, 1.005337, -0.002417, 0.008405,
shunt_unit, 1.021652, 0.000806, 0.008380,
shunt_unit, 1.038060, 0.012085, 0.008390,
shunt_unit, 1.054181, 0.004028, 0.008374,
shunt_unit, 1.070107, 0.011279, 0.008382,
shunt_unit, 1.086481, -0.001611, 0.008349,
shunt_unit, 1.103003, 0.024976, 0.008399,
shunt_unit, 1.118985, -0.014502, 0.008326,
shunt_unit, 1.135649, 0.007251, 0.008321,
shunt_unit, 1.151771, 0.008862, 0.008321,
shunt_unit, 1.167696, 0.003223, 0.008304,
shunt_unit, 1.183854, -0.021753, 0.008209,
shunt_unit, 1.200412, 0.004028, 0.008195,
shunt_unit, 1.216405, 0.014502, 0.008212,
shunt_unit, 1.232771, 0.013696, 0.008227,
shunt_unit, 1.248883, 0.004834, 0.008215,
shunt_unit, 1.264815, -0.004834, 0.008173,
shunt_unit, 1.281355, 0.010474, 0.008178,
shunt_unit, 1.297390, 0.018530, 0.008208,
shunt_unit, 1.313408, 0.018530, 0.008237,
shunt_unit, 1.329708, -0.000806, 0.008208,
shunt_unit, 1.346065, 0.006445, 0.008201,
shunt_unit, 1.362094, 0.030615, 0.008267,
shunt_unit, 1.378243, 0.006445, 0.008260,
shunt_unit, 1.394343, 0.020947, 0.008296,
shunt_unit, 1.410456, 0.007251, 0.008291,
shunt_unit, 1.426525, 0.008057, 0.008289,
shunt_unit, 1.442764, 0.026587, 0.008342,
shunt_unit, 1.458765, 0.020947, 0.008377,
shunt_unit, 1.474993, 0.006445, 0.008370,
shunt_unit, 1.490995, 0.031421, 0.008437,
shunt_unit, 1.507141, 0.020142, 0.008470,
shunt_unit, 1.523276, 0.041089, 0.008565,
shunt_unit, 1.539532, 0.030615, 0.008629,
