_unit, 58.293829, 1.677393, 1.719287, 0.041894,
x_unit, 58.306335, 1.676587, 1.730566, 0.053980,
x_unit, 58.318925, 1.672559, 1.715259, 0.042700,
x_unit, 58.331304, 1.678198, 1.720898, 0.042700,
x_unit, 58.343792, 1.677393, 1.735400, 0.058008,
x_unit, 58.356214, 1.670947, 1.722510, 0.051563,
x_unit, 58.368736, 1.678198, 1.736206, 0.058008,
x_unit, 58.381197, 1.677393, 1.730566, 0.053174,
x_unit, 58.393712, 1.677393, 1.720093, 0.042700,
x_unit, 58.406278, 1.674170, 1.730566, 0.056396,
x_unit, 58.418913, 1.674976, 1.720898, 0.045923,
x_unit, 58.431369, 1.674170, 1.720898, 0.046728,
x_unit, 58.443861, 1.677393, 1.714453, 0.037060,
x_unit, 58.456256, 1.676587, 1.728149, 0.051563,
x_unit, 58.468803, 1.678198, 1.720898, 0.042700,
x_unit, 58.481287, 1.673364, 1.719287, 0.045923,
x_unit, 58.493812, 1.677393, 1.708008, 0.030615,
x_unit, 58.506326, 1.677393, 1.728955, 0.051562,
x_unit, 58.518898, 1.677393, 1.732178, 0.054785,
x_unit, 58.531301, 1.674170, 1.732983, 0.058813,
x_unit, 58.543829, 1.676587, 1.749902, 0.073316,
x_unit, 58.556240, 1.677393, 1.737817, 0.060425,
x_unit, 58.568783, 1.677393, 1.737817, 0.060425,
x_unit, 58.581187, 1.674170, 1.724121, 0.049951,
x_unit, 58.593683, 1.664502, 1.712036, 0.047534,
x_unit, 58.606131, 1.670947, 1.727344, 0.056396,
x_unit, 58.618681, 1.668530, 1.720898, 0.052368,
x_unit, 58.631066, 1.665308, 1.722510, 0.057202,
x_unit, 58.643537, 1.668530, 1.718481, 0.049951,
x_unit, 58.655899, 1.668530, 1.723315, 0.054785,
x_unit, 58.668340, 1.666919, 1.728149, 0.061231,
x_unit, 58.680831, 1.668530, 1.731372, 0.062842,
x_unit, 58.693347, 1.669336, 1.712842, 0.043506,
x_unit, 58.705836, 1.668530, 1.737012, 0.068481,
x_unit, 58.718447, 1.669336, 1.716870, 0.047534,
x_unit, 58.730862, 1.670947, 1.711230, 0.040283,
x_unit, 58.743353, 1.668530, 1.722510, 0.053980,
x_unit, 58.755781, 1.666919, 1.736206, 0.069287,
x_unit, 58.768290, 1.669336, 1.695923, 0.026587,
x_unit, 58.780744, 1.669336, 1.712036, 0.042700,
x_unit, 58.793320, 1.669336, 1.691895, 0.022559,
x_unit, 58.805812, 1.670142, 1.728955, 0.058813,
x_unit, 58.818454, 1.669336, 1.728149, 0.058813,
x_unit, 58.830902, 1.670142, 1.720093, 0.049951,
x_unit, 58.843360, 1.669336, 1.716064, 0.046728,
x_unit, 58.855781, 1.666919, 1.727344, 0.060425,
x_unit, 58.868255, 1.669336, 1.687060, 0.017725,
x_unit, 58.880681, 1.668530, 1.730566, 0.062036,
x_unit, 58.893142, 1.669336, 1.716870, 0.047534,
x_unit, 58.905640, 1.677393, 1.732178, 0.054785,
x_unit, 58.918226, 1.679810, 1.720898, 0.041089,
x_unit, 58.930636, 1.673364, 1.720093, 0.046728,
x_unit, 58.943136, 1.676587, 1.724121, 0.047534,
x_unit, 58.955503, 1.676587, 1.728955, 0.052368,
x_unit, 58.967984, 1.674976, 1.751514, 0.076538,
x_unit, 58.980456, 1.677393, 1.708813, 0.031421,
x_unit, 58.992971, 1.677393, 1.712036, 0.034644,
x_unit, 59.005504, 1.676587, 1.731372, 0.054785,
x_unit, 59.018109, 1.669336, 1.716064, 0.046728,
x_unit, 59.030553, 1.677393, 1.737817, 0.060425,
x_unit, 59.043015, 1.677393, 1.745874, 0.068481,
x_unit, 59.055375, 1.672559, 1.736206, 0.063648,
x_unit, 59.067873, 1.674976, 1.726538, 0.051563,
x_unit, 59.080305, 1.677393, 1.720093, 0.042700,
x_unit, 59.092804, 1.677393, 1.720898, 0.043506,
x_unit, 59.105305, 1.677393, 1.732178, 0.054785,
x_unit, 59.117866, 1.674170, 1.728149, 0.053980,
x_unit, 59.130224, 1.674170, 1.720898, 0.046728,
x_unit, 59.142753, 1.670947, 1.708008, 0.037061,
x_unit, 59.155190, 1.673364, 1.731372, 0.058008,
x_unit, 59.167675, 1.674976, 1.719287, 0.044312,
x_unit, 59.180111, 1.674170, 1.724121, 0.049951,
x_unit, 59.192613, 1.674976, 1.748291, 0.073316,
x_unit, 59.205137, 1.676587, 1.728149, 0.051563,
x_unit, 59.217788, 1.673364, 1.722510, 0.049145,
x_unit, 59.230187, 1.666919, 1.723315, 0.056396,
x_unit, 59.242672, 1.664502, 1.724121, 0.059619,
x_unit, 59.255041, 1.666919, 1.724927, 0.058008,
x_unit, 59.267534, 1.666113, 1.723315, 0.057202,
x_unit, 59.280022, 1.666113, 1.719287, 0.053174,
x_unit, 59.292528, 1.665308, 1.720898, 0.055591,
x_unit, 59.305015, 1.668530, 1.722510, 0.053980,
x_unit, 59.317614, 1.668530, 1.715259, 0.046728,
x_unit, 59.330096, 1.668530, 1.722510, 0.053980,
x_unit, 59.342578, 1.669336, 1.710425, 0.041089,
x_unit, 59.354950, 1.668530, 1.714453, 0.045923,
x_unit, 59.367427, 1.668530, 1.704785, 0.036255,
x_unit, 59.379864, 1.666919, 1.715259, 0.048340,
x_unit, 59.392357, 1.670142, 1.693506, 0.023364,
x_unit, 59.404915, 1.668530, 1.718481, 0.049951,
x_unit, 59.417561, 1.670142, 1.724121, 0.053980,
x_unit, 59.429956, 1.666919, 1.714453, 0.047534,
x_unit, 59.442427, 1.670142, 1.702368, 0.032227,
x_unit, 59.454839, 1.670142, 1.752319, 0.082178,
x_unit, 59.467364, 1.670947, 1.693506, 0.022559,
x_unit, 59.479837, 1.669336, 1.714453, 0.045117,
x_unit, 59.492368, 1.668530, 1.712036, 0.043506,
x_unit, 59.500121, 1.670142, 1.728955, 0.058813,
x_unit, 59.512693, 1.668530, 1.733789, 0.065259,
x_unit, 59.525123, 1.669336, 1.728149, 0.058813,
x_unit, 59.537678, 1.669336, 1.728149, 0.058813,
x_unit, 59.550137, 1.678198, 1.720898, 0.042700,
x_unit, 59.562646, 1.670947, 1.723315, 0.052368,
x_unit, 59.575116, 1.678198, 1.715259, 0.037060,
x_unit, 59.587589, 1.679004, 1.737012, 0.058008,
x_unit, 59.600111, 1.679004, 1.693506, 0.014502,
x_unit, 59.612690, 1.674170, 1.720093, 0.045923,
x_unit, 59.625114, 1.677393, 1.736206, 0.058813,
x_unit, 59.637585, 1.677393, 1.710425, 0.033032,
x_unit, 59.649996, 1.679004, 1.724121, 0.045117,
x_unit, 59.662509, 1.670947, 1.716064, 0.045117,
x_unit, 59.674902, 1.674170, 1.732983, 0.058813,
x_unit, 59.687364, 1.678198, 1.723315, 0.045117,
x_unit, 59.699861, 1.677393, 1.728955, 0.051562,
x_unit, 59.712419, 1.674170, 1.723315, 0.049145,
x_unit, 59.724911, 1.674976, 1.724927, 0.049951,
x_unit, 59.737444, 1.678198, 1.708813, 0.030615,
x_unit, 59.749871, 1.673364, 1.695117, 0.021753,
x_unit, 59.762360, 1.674976, 1.730566, 0.055591,
x_unit, 59.774740, 1.674976, 1.728955, 0.053980,
x_unit, 59.787337, 1.677393, 1.730566, 0.053174,
x_unit, 59.799805, 1.672559, 1.728955, 0.056396,
x_unit, 59.812406, 1.677393, 1.720898, 0.043506,
x_unit, 59.824843, 1.678198, 1.702368, 0.024170,
x_unit, 59.837360, 1.670142, 1.724927, 0.054785,
x_unit, 59.849779, 1.673364, 1.716064, 0.042700,
x_unit, 59.862347, 1.676587, 1.718481, 0.041895,
x_unit, 59.874789, 1.674976, 1.732983, 0.058008,
x_unit, 59.887304, 1.664502, 1.699145, 0.034644,
x_unit, 59.899810, 1.665308, 1.712036, 0.046728,
x_unit, 59.912409, 1.666919, 1.716870, 0.049951,
x_unit, 59.924872, 1.665308, 1.720898, 0.055591,
x_unit, 59.937363, 1.669336, 1.706396, 0.037060,
x_unit, 59.949823, 1.666113, 1.741846, 0.075732,
x_unit, 59.962303, 1.666919, 1.707202, 0.040283,
x_unit, 59.974709, 1.669336, 1.718481, 0.049145,
x_unit, 59.987310, 1.668530, 1.724927, 0.056396,
x_unit, 59.999802, 1.665308, 1.716064, 0.050757,
x_unit, 60.012426, 1.670142, 1.720093, 0.049951,
x_unit, 60.024826, 1.670142, 1.716870, 0.046728,
x_unit, 60.037346, 1.669336, 1.745874, 0.076538,
x_unit, 60.049785, 1.668530, 1.712036, 0.043506,
x_unit, 60.062291, 1.669336, 1.720898, 0.051562,
x_unit, 60.074692, 1.669336, 1.701563, 0.032227,
x_unit, 60.087142, 1.670142, 1.727344, 0.057202,
x_unit, 60.099619, 1.668530, 1.716870, 0.048340,
x_unit, 60.112105, 1.670142, 1.716064, 0.045923,
x_unit, 60.124679, 1.668530, 1.720898, 0.052368,
x_unit, 60.137170, 1.668530, 1.720898, 0.052368,
x_unit, 60.149125, 1.668530, 1.719287, 0.050757,
x_unit, 60.161640, 1.668530, 1.723315, 0.054785,
x_unit, 60.174016, 1.670947, 1.731372, 0.060425,
x_unit, 60.186578, 1.678198, 1.731372, 0.053174,
x_unit, 60.199072, 1.677393, 1.720898, 0.043506,
x_unit, 60.211617, 1.678198, 1.720093, 0.041895,
x_unit, 60.224136, 1.679004, 1.714453, 0.035449,
x_unit, 60.236643, 1.677393, 1.732983, 0.055591,
x_unit, 60.249065, 1.674976, 1.724121, 0.049146,
x_unit, 60.261646, 1.672559, 1.708008, 0.035449,
x_unit, 60.274014, 1.672559, 1.728955, 0.056396,
x_unit, 60.286590, 1.674976, 1.731372, 0.056396,
x_unit, 60.299050, 1.674976, 1.690283, 0.015308,
x_unit, 60.311640, 1.672559, 1.743457, 0.070898,
x_unit, 60.324198, 1.676587, 1.708813, 0.032227,
x_unit, 60.336676, 1.677393, 1.720898, 0.043506,
x_unit, 60.349072, 1.677393, 1.720898, 0.043506,
x_unit, 60.361595, 1.674976, 1.720898, 0.045923,
x_unit, 60.373958, 1.676587, 1.732983, 0.056396,
x_unit, 60.386618, 1.676587, 1.724121, 0.047534,
x_unit, 60.399145, 1.674976, 1.730566, 0.055591,
x_unit, 60.411645, 1.677393, 1.732178, 0.054785,
x_unit, 60.424140, 1.674976, 1.735400, 0.060425,
x_unit, 60.436645, 1.676587, 1.731372, 0.054785,
x_unit, 60.449070, 1.674976, 1.739429, 0.064453,
x_unit, 60.461592, 1.670142, 1.720898, 0.050757,
x_unit, 60.473976, 1.673364, 1.741040, 0.067676,
x_unit, 60.486482, 1.670142, 1.712842, 0.042700,
x_unit, 60.498929, 1.673364, 1.706396, 0.033032,
x_unit, 60.511446, 1.668530, 1.719287, 0.050757,
x_unit, 60.523971, 1.666113, 1.720093, 0.053980,
x_unit, 60.536467, 1.669336, 1.720898, 0.051562,
x_unit, 60.548902, 1.664502, 1.730566, 0.066064,
x_unit, 60.561391, 1.668530, 1.719287, 0.050757,
x_unit, 60.573795, 1.668530, 1.722510, 0.053980,
x_unit, 60.586347, 1.666113, 1.733789, 0.067676,
